District.Type,District.Number,math19,reading19,name19.x,math22,reading22,name22.x,math25,reading25,name25.x,math_perc_19_22,math_perc_pt_19_22,math_perc_22_25,math_perc_pt_22_25,math_perc_19_25,math_perc_pt_19_25,reading_perc_19_22,reading_perc_pt_19_22,reading_perc_22_25,reading_perc_pt_22_25,reading_perc_19_25,reading_perc_pt_19_25,name19.y,enrollment19,perc_white19,perc_frp19,name22.y,enrollment22,perc_white22,perc_frp22,name25.y,enrollment25,perc_white25,perc_frp25
7,4029,30.36,32.27,St. Paul City School,6.9,16.92,St. Paul City School,5.08,11.42,St. Paul City School,-0.772727273,-23.46,-0.263768116,-1.82,-0.832674572,-25.28,-0.475674001,-15.35,-0.325059102,-5.5,-0.646110939,-20.85,St. Paul City School,478,1.88%,>=90%,St. Paul City School,466,3.22%,87.12%,St. Paul City School,615,2.60%,88.94%
7,4035,34.18,27.22,Life Prep,12.5,16.84,LIFE Prep,7.69,22.39,LIFE Prep,-0.634289058,-21.68,-0.3848,-4.81,-0.775014628,-26.49,-0.381337252,-10.38,0.329572447,5.55,-0.177443057,-4.83,Life Prep,312,5.13%,81.09%,Life Prep,187,4.81%,81.28%,Life Prep,134,5.97%,89.55%
7,4038,13.52,13.41,Sojourner Truth Academy,10.26,11.46,Sojourner Truth Academy,5.76,11.49,Sojourner Truth Academy,-0.24112426,-3.26,-0.438596491,-4.5,-0.573964497,-7.76,-0.14541387,-1.95,0.002617801,0.03,-0.143176734,-1.92,Sojourner Truth Academy,389,1.29%,>=90%,Sojourner Truth Academy,295,0.34%,79.32%,Sojourner Truth Academy,383,1.83%,>=90%
7,4043,78.5,83.78,Math And Science Academy,66.67,83.19,Math and Science Academy,71.68,80.52,Math and Science Academy,-0.150700637,-11.83,0.075146243,5.01,-0.086878981,-6.82,-0.007042254,-0.59,-0.032095204,-2.67,-0.038911435,-3.26,Math and Science Academy,526,52.66%,5.13%,Math And Science Academy,553,41.05%,4.16%,Math And Science Academy,720,31.53%,9.86%
7,4053,47.37,59.04,North Lakes Academy,36.96,52.98,North Lakes Academy,30.43,36.64,North Lakes Academy,-0.219759341,-10.41,-0.176677489,-6.53,-0.357610302,-16.94,-0.102642276,-6.06,-0.308418271,-16.34,-0.379403794,-22.4,North Lakes Academy,402,87.56%,16.92%,North Lakes Academy,548,87.96%,18.98%,North Lakes Academy,465,81.94%,41.72%
7,4054,27.45,62.75,LA CRESCENT MONTESSORI ACADEMY,14,57.14,La Crescent Montessori & STEM School,31.37,48,La Crescent Montessori & STEM School,-0.489981785,-13.45,1.240714286,17.37,0.1428051,3.92,-0.08940239,-5.61,-0.159957998,-9.14,-0.235059761,-14.75,La Crescent Montessori and STEM School,82,97.56%,31.71%,La Crescent Montessori & STEM School,87,94.25%,24.14%,La Crescent Montessori & STEM School,101,92.08%,29.70%
7,4055,58.67,50.67,Nerstrand Charter School,50.94,48.08,Nerstrand Charter School,57.45,55.32,Nerstrand Charter School,-0.131753878,-7.73,0.127797409,6.51,-0.020794273,-1.22,-0.051115058,-2.59,0.150582363,7.24,0.091770278,4.65,Nerstrand Charter School,149,89.26%,34.90%,Nerstrand Charter School,121,94.21%,9.92%,Nerstrand Charter School,102,86.27%,23.53%
7,4058,50.42,55.83,Schoolcraft Learning Community Chtr,43.7,59.26,Schoolcraft Learning Community Charter,33.59,48.46,Schoolcraft Learning Community Charter,-0.133280444,-6.72,-0.231350114,-10.11,-0.333796113,-16.83,0.061436504,3.43,-0.182247722,-10.8,-0.132007881,-7.37,Schoolcraft Learning Community Charter,202,69.80%,43.56%,Schoolcraft Learning Community Charter,195,77.44%,30.26%,Schoolcraft Learning Community Charter,192,70.31%,38.02%
7,4059,37.5,62.7,Crosslake Community Charter School,24.19,50.38,Crosslake Community Charter School,23.26,46.03,Crosslake Community Charter School,-0.354933333,-13.31,-0.038445639,-0.93,-0.379733333,-14.24,-0.196491228,-12.32,-0.086343787,-4.35,-0.265869219,-16.67,Crosslake Community Charter School,246,95.12%,33.33%,Crosslake Community Charter School,388,91.49%,33.51%,Crosslake Community Charter School,494,88.06%,46.56%
7,4064,12.9,29.51,Riverway Learning Community Chtr,20,40.98,Riverway Learning Community Charter,21.21,45.59,Riverway Learning Community Charter,0.550387597,7.1,0.0605,1.21,0.644186047,8.31,0.388681803,11.47,0.112493899,4.61,0.544900034,16.08,Riverway Learning Community Charter,125,79.20%,66.40%,Riverway Learning Community Charter,121,68.60%,63.64%,Riverway Learning Community Charter,124,70.97%,72.58%
7,4067,24,26.91,Aurora Charter School,9.75,16.25,Aurora Charter School,8.89,16.24,Aurora Charter School,-0.59375,-14.25,-0.088205128,-0.86,-0.629583333,-15.11,-0.396135266,-10.66,-0.000615385,-0.01,-0.396506875,-10.67,Aurora Charter School,411,0.24%,>=90%,Aurora Charter School,435,0.00%,79.77%,Aurora Charter School,419,0.24%,77.80%
7,4068,36.41,48.39,Excell Academy Charter,6.11,27.59,Excell Academy Charter,12.45,19.64,Excell Academy Charter,-0.832188959,-30.3,1.037643208,6.34,-0.658060972,-23.96,-0.429840876,-20.8,-0.28814788,-7.95,-0.594131019,-28.75,Excell Academy Charter,426,0.23%,>=90%,Excell Academy Charter,456,0.22%,79.17%,Excell Academy Charter,548,0.18%,87.04%
7,4070,34.8,37.9,HOPE Community Academy,10.46,19.39,HOPE Community Academy,15.95,17.47,HOPE Community Academy,-0.699425287,-24.34,0.524856597,5.49,-0.541666667,-18.85,-0.488390501,-18.51,-0.099020113,-1.92,-0.539050132,-20.43,Hope Community Academy,494,1.21%,78.95%,HOPE Community Academy,640,0.47%,79.69%,HOPE Community Academy,799,0.50%,88.74%
7,4073,19.14,25.21,Academia Cesar Chavez Charter School,2.77,17.43,Academia Cesar Chavez Charter School,3.73,9.46,Academias La Paz,-0.855276907,-16.37,0.346570397,0.96,-0.805120167,-15.41,-0.308607695,-7.78,-0.457257602,-7.97,-0.624752083,-15.75,Academia Cesar Chavez Charter School,541,3.14%,87.80%,Academia Cesar Chavez Charter School,547,0.91%,83.00%,Academias La Paz,568,8.10%,88.03%
7,4074,39.35,57.14,AFSA High School,19.44,37.24,AFSA High School,20.1,33.33,AFSA High School,-0.505972046,-19.91,0.033950617,0.66,-0.489199492,-19.25,-0.348267413,-19.9,-0.104994629,-3.91,-0.416695835,-23.81,AFSA High School,330,77.88%,33.33%,AFSA High School,423,60.05%,48.94%,AFSA High School,395,53.67%,65.82%
7,4075,37.86,60.2,Avalon School,23.75,66.67,Avalon School,34.62,53.77,Avalon School,-0.372688854,-14.11,0.457684211,10.87,-0.085578447,-3.24,0.107475083,6.47,-0.193490325,-12.9,-0.106810631,-6.43,Avalon School,239,70.71%,26.78%,Avalon School,247,65.59%,16.60%,Avalon School,275,65.09%,29.09%
7,4078,41.12,42.98,Twin Cities International Schools,18.13,27.95,Twin Cities International Schools,24.88,30.88,Twin Cities International Schools,-0.559095331,-22.99,0.372311087,6.75,-0.394941634,-16.24,-0.349697534,-15.03,0.104830054,2.93,-0.281526291,-12.1,Twin Cities International Schools,1021,0.10%,>=90%,Twin Cities International Schools,986,0.10%,>=90%,Twin Cities International Schools,921,0.00%,>=90%
7,4079,51.09,52.17,Friendship Academy of Fine Arts Charter,8.04,12.32,Friendship Academy of the Arts,11.63,20.15,Friendship Academy of the Arts,-0.842630652,-43.05,0.446517413,3.59,-0.772362498,-39.46,-0.763848955,-39.85,0.635551948,7.83,-0.613762699,-32.02,Friendship Academy of Fine Arts Charter,168,1.79%,72.62%,Friendship Academy of the Arts,334,2.99%,84.73%,Friendship Academy of the Arts,211,2.37%,82.46%
7,4082,13.75,43.93,BlueSky Charter School,22.9,48.03,BlueSky Charter School,16.42,40.29,BlueSky Charter School,0.665454545,9.15,-0.282969432,-6.48,0.194181818,2.67,0.093330298,4.1,-0.161149282,-7.74,-0.082859094,-3.64,BlueSky Charter School,481,78.59%,28.90%,BlueSky Charter School,562,76.16%,34.70%,BlueSky Charter School,634,75.87%,47.00%
7,4083,50,54.35,Ridgeway Community School,75,65.91,Ridgeway Community School,64.58,43.75,Ridgeway Community School,0.5,25,-0.138933333,-10.42,0.2916,14.58,0.212695492,11.56,-0.336216052,-22.16,-0.195032199,-10.6,Ridgeway Community School,99,98.99%,27.27%,Ridgeway Community School,103,97.09%,13.59%,Ridgeway Community School,97,98.97%,23.71%
7,4084,67.53,64.43,North Shore Community School,56.94,62.32,North Shore Community School,57.44,64.25,North Shore Community School,-0.156819191,-10.59,0.008781173,0.5,-0.149415075,-10.09,-0.03274872,-2.11,0.030969191,1.93,-0.00279373,-0.18,North Shore Community School,348,94.54%,29.60%,North Shore Community School,357,93.28%,17.37%,North Shore Community School,355,98.31%,29.86%
7,4085,47.62,80.77,Harbor City International Charter,43.59,71.43,Harbor City International Charter,52.78,69.77,Harbor City International Charter,-0.084628307,-4.03,0.210828172,9.19,0.108357833,5.16,-0.115636994,-9.34,-0.023239535,-1.66,-0.136189179,-11,Harbor City International Charter,215,83.72%,36.74%,Harbor City International Charter,196,80.10%,24.49%,Harbor City International Charter,194,81.96%,41.24%
7,4088,29.33,33.33,Urban Academy Charter School,13.89,28.7,Urban Academy,34.68,38.73,Urban Academy,-0.526423457,-15.44,1.496760259,20.79,0.182407092,5.35,-0.138913891,-4.63,0.349477352,10.03,0.162016202,5.4,Urban Academy Charter School,366,1.09%,>=90%,Urban Academy Charter School,483,0.21%,>=90%,Urban Academy,416,0.96%,>=90%
7,4089,50,63.4,New City School,36.32,56.03,New City School,38.02,47.51,New City School,-0.2736,-13.68,0.046806167,1.7,-0.2396,-11.98,-0.116246057,-7.37,-0.152061396,-8.52,-0.250630915,-15.89,New City School,306,56.86%,32.35%,New City School,301,57.48%,36.88%,New City School,351,56.13%,52.42%
7,4090,70.45,70.45,Prairie Creek Community School,56.18,73.03,Prairie Creek Community School,57.95,67.82,Prairie Creek Community School,-0.202555004,-14.27,0.031505874,1.77,-0.177430802,-12.5,0.036621718,2.58,-0.071340545,-5.21,-0.037331441,-2.63,Prairie Creek Community School,179,86.03%,13.97%,Prairie Creek Community School,178,81.46%,3.93%,Prairie Creek Community School,180,86.11%,17.78%
7,4091,60,73.91,Arcadia Charter School,38.57,68.66,Arcadia Charter School,33.87,63.01,Arcadia Charter School,-0.357166667,-21.43,-0.121856365,-4.7,-0.4355,-26.13,-0.071032337,-5.25,-0.082289543,-5.65,-0.147476661,-10.9,Arcadia Charter School,116,88.79%,9.48%,Arcadia Charter School,127,81.89%,20.47%,Arcadia Charter School,116,81.03%,31.03%
7,4093,14.75,40.63,New Century Academy,12.31,34.88,New Century Academy,9.09,22.92,New Century Academy,-0.165423729,-2.44,-0.261575955,-3.22,-0.383728814,-5.66,-0.141521044,-5.75,-0.342889908,-11.96,-0.435884814,-17.71,New Century Academy,138,86.23%,69.57%,New Century Academy,126,84.13%,49.21%,New Century Academy,95,86.32%,57.89%
7,4095,9.26,48,TRIO Wolf Creek Distance Learning,5.71,41.67,TRIO Wolf Creek Distance Learning,8.82,34.78,TRIO Wolf Creek Distance Learning,-0.38336933,-3.55,0.544658494,3.11,-0.047516199,-0.44,-0.131875,-6.33,-0.165346772,-6.89,-0.275416667,-13.22,TRIO Wolf Creek Distance Learning,184,95.11%,14.67%,TRIO Wolf Creek Distance Learning,183,88.52%,16.39%,TRIO Wolf Creek Distance Learning,191,79.06%,32.98%
7,4097,20.11,22.28,"Partnership Academy, Inc.",8.15,16.77,"Partnership Academy, Inc.",30.06,24.7,"Partnership Academy, Inc.",-0.594728991,-11.96,2.688343558,21.91,0.494778717,9.95,-0.247307002,-5.51,0.472868217,7.93,0.108617594,2.42,"Partnership Academy, Inc.",314,1.27%,82.17%,"Partnership Academy, Inc.",515,2.91%,73.01%,"Partnership Academy, Inc.",515,1.55%,86.99%
7,4098,85.15,84.77,Nova Classical Academy,76.39,79.01,Nova Classical Academy,73.23,74.65,Nova Classical Academy,-0.102877275,-8.76,-0.041366671,-3.16,-0.139988256,-11.92,-0.067948567,-5.76,-0.055182888,-4.36,-0.119381857,-10.12,Nova Classical Academy,993,69.18%,11.88%,Nova Classical Academy,984,63.31%,8.43%,Nova Classical Academy,1041,54.66%,22.09%
7,4100,43.86,70.18,Great Expectations,38.03,59.15,Great Expectations,41.98,65.43,Great Expectations,-0.132922937,-5.83,0.103865369,3.95,-0.042863657,-1.88,-0.157167284,-11.03,0.106170752,6.28,-0.067683101,-4.75,Great Expectations,105,93.33%,39.05%,Great Expectations,127,92.13%,24.41%,Great Expectations,113,84.07%,26.55%
7,4103,37.03,35.44,Hmong College Prep Academy,11.37,24.46,Hmong College Prep Academy,15.12,22.79,Hmong College Prep Academy,-0.692951661,-25.66,0.329815303,3.75,-0.59168242,-21.91,-0.309819413,-10.98,-0.068274734,-1.67,-0.356941309,-12.65,Hmong College Prep Academy,2201,0.05%,80.87%,Hmong College Prep Academy,2327,0.04%,83.46%,Hmong College Prep Academy,2503,0.08%,82.42%
7,4105,50.9,73.62,Great River School,32.77,69.57,Great River School,35.85,68.43,Great River School,-0.356188605,-18.13,0.093988404,3.08,-0.2956778,-15.05,-0.055012225,-4.05,-0.016386373,-1.14,-0.070497148,-5.19,Great River School,652,72.55%,11.81%,Great River School,790,75.57%,10.00%,Great River School,794,75.44%,18.51%
7,4106,39.73,62.75,TrekNorth High School,14.89,40.26,TrekNorth High School,12.88,39.16,TrekNorth High School,-0.625220237,-24.84,-0.134989926,-2.01,-0.675811729,-26.85,-0.358406375,-22.49,-0.027322404,-1.1,-0.375936255,-23.59,TrekNorth High School,252,48.41%,59.52%,TrekNorth High School,251,43.82%,51.79%,TrekNorth High School,253,38.74%,65.22%
7,4107,16.13,44.83,Voyageurs Expeditionary,5.45,26.23,Voyageurs Expeditionary,7.55,21.15,Voyageurs Expeditionary,-0.662120273,-10.68,0.385321101,2.1,-0.531928084,-8.58,-0.414900736,-18.6,-0.193671369,-5.08,-0.528217711,-23.68,Voyageurs Expeditionary,104,30.77%,82.69%,Voyageurs Expeditionary,100,26.00%,71.00%,Voyageurs Expeditionary,127,24.41%,82.68%
7,4110,29.33,64.79,PIM Arts High School,18.42,69.23,PIM Arts High School,14.75,77.32,PIM Arts High School,-0.371974088,-10.91,-0.199239957,-3.67,-0.497101943,-14.58,0.068529094,4.44,0.116856854,8.09,0.193394042,12.53,PIM Arts High School,307,71.99%,17.59%,PIM Arts High School,379,68.60%,6.60%,PIM Arts High School,349,72.49%,22.06%
7,4112,49.15,79.44,St Paul Conservatory Performing Art,37.8,71.95,Saint Paul Conservatory for Performing Artists,30.99,80.36,Saint Paul Conservatory for Performing Artists,-0.230925738,-11.35,-0.18015873,-6.81,-0.36948118,-18.16,-0.094284995,-7.49,0.116886727,8.41,0.011581067,0.92,St. Paul Conservatory Performing Arts,474,69.20%,14.35%,Saint Paul Conservatory for Performing Artists,438,64.16%,7.99%,Saint Paul Conservatory for Performing Artists,336,63.10%,15.77%
7,4113,35.29,36.76,Spero Academy,29.17,32.86,Spero Academy,13.28,16.28,Spero Academy,-0.173420232,-6.12,-0.544737744,-15.89,-0.62368943,-22.01,-0.10609358,-3.9,-0.50456482,-16.58,-0.557127312,-20.48,Spero Academy,127,55.91%,40.16%,Spero Academy,143,49.65%,31.47%,Spero Academy,275,44.00%,34.55%
7,4116,58.47,65.22,Lakes International Language Academy,47.55,52.97,Lakes International Language Academy,42.67,49.64,Lakes International Language Academy,-0.186762442,-10.92,-0.102628812,-4.88,-0.270224047,-15.8,-0.18782582,-12.25,-0.062865773,-3.33,-0.238883778,-15.58,Lakes International Language Academy,1117,82.18%,11.37%,Lakes International Language Academy,1263,77.20%,7.92%,Lakes International Language Academy,1442,73.72%,19.76%
7,4118,53.85,62.24,Kaleidoscope Charter School,36.01,50.7,Kaleidoscope Charter School,33.68,39.66,Kaleidoscope Charter School,-0.331290622,-17.84,-0.064704249,-2.33,-0.37455896,-20.17,-0.185411311,-11.54,-0.217751479,-11.04,-0.362789203,-22.58,Kaleidoscope Charter School,572,89.51%,22.90%,Kaleidoscope Charter School,554,82.49%,17.15%,Kaleidoscope Charter School,493,76.06%,33.27%
7,4120,85.9,89.97,St. Croix Preparatory Academy,78.64,81.8,St. Croix Preparatory Academy,77.72,79.62,St. Croix Preparatory Academy,-0.08451688,-7.26,-0.011698881,-0.92,-0.095227008,-8.18,-0.090808047,-8.17,-0.026650367,-2.18,-0.115038346,-10.35,St. Croix Preparatory Academy,1174,81.60%,5.37%,St. Croix Preparatory Academy,1189,76.62%,5.30%,St. Croix Preparatory Academy,1212,71.20%,10.73%
7,4121,37.5,61.97,Ubah Medical Academy Charter School,1.67,28.38,Ubah Medical Academy Charter School,11.29,34.33,Ubah Academy,-0.955466667,-35.83,5.760479042,9.62,-0.698933333,-26.21,-0.542036469,-33.59,0.209654686,5.95,-0.446022269,-27.64,Ubah Medical Academy Charter School,312,0.96%,>=90%,Ubah Medical Academy Charter School,300,0.67%,>=90%,Ubah Academy,321,0.31%,>=90%
7,4122,82.17,78.1,Eagle Ridge Academy Charter School,70.37,68.91,Eagle Ridge Academy Charter School,73.54,68.52,Eagle Ridge Academy Charter School,-0.143604722,-11.8,0.045047606,3.17,-0.105026165,-8.63,-0.117669654,-9.19,-0.005659556,-0.39,-0.122663252,-9.58,Eagle Ridge Academy Charter School,1368,40.50%,19.37%,Eagle Ridge Academy Charter School,1413,32.13%,15.99%,Eagle Ridge Academy Charter School,1532,28.39%,33.62%
7,4124,33.67,47.34,Beacon Academy,21.65,34.09,Beacon Academy,23.32,46.11,Beacon Academy,-0.356994357,-12.02,0.077136259,1.67,-0.307395307,-10.35,-0.279890156,-13.25,0.352596069,12.02,-0.025982256,-1.23,Beacon Academy,589,55.18%,37.69%,Beacon Academy,475,44.00%,30.32%,Beacon Academy,524,35.50%,48.47%
7,4126,21.97,34.24,Prairie Seeds Academy,17.63,22.71,Prairie Seeds Academy,22.71,24.25,Prairie Seeds Academy,-0.197542103,-4.34,0.288145207,5.08,0.033682294,0.74,-0.336740654,-11.53,0.067811537,1.54,-0.291764019,-9.99,Prairie Seeds Academy,716,0.70%,65.36%,Prairie Seeds Academy,765,0.39%,70.85%,Prairie Seeds Academy,860,0.00%,68.37%
7,4127,33.33,40,TEAM Academy,20,32.14,TEAM Academy,36.73,34.69,TEAM Academy,-0.399939994,-13.33,0.8365,16.73,0.102010201,3.4,-0.1965,-7.86,0.079340386,2.55,-0.13275,-5.31,TEAM Academy,128,58.59%,52.34%,TEAM Academy,109,51.38%,60.55%,TEAM Academy,101,52.48%,81.19%
7,4131,9.55,19.9,Metro Schools Charter,14.11,23.89,Metro Schools Charter,44.4,48.63,Metro Schools Charter,0.477486911,4.56,2.146704465,30.29,3.64921466,34.85,0.200502513,3.99,1.03557974,24.74,1.443718593,28.73,Metro Schools Charter,385,0.00%,31.69%,Metro Schools Charter,832,0.12%,>=90%,Metro Schools Charter,1535,0.20%,>=90%
7,4132,34.2,53.35,Twin Cities Academy,14.23,33.61,Twin Cities Academy,12.6,26.23,Twin Cities Academy,-0.583918129,-19.97,-0.114546732,-1.63,-0.631578947,-21.6,-0.370009372,-19.74,-0.219577507,-7.38,-0.508341143,-27.12,Twin Cities Academy,623,33.55%,54.25%,Twin Cities Academy,487,23.82%,58.11%,Twin Cities Academy,547,14.99%,62.34%
7,4135,36.21,33.62,Rochester Math And Science Academy,29.1,31.2,Rochester Math and Science Academy,36.63,39.06,Rochester Math and Science Academy,-0.196354598,-7.11,0.258762887,7.53,0.011599006,0.42,-0.071980964,-2.42,0.251923077,7.86,0.161808447,5.44,Rochester Math and Science Academy,347,0.29%,26.22%,Rochester Math And Science Academy,445,0.00%,>=90%,Rochester Math And Science Academy,552,0.00%,>=90%
7,4137,55.84,64.94,Swan River Montessori Charter School,45,60,Swan River Montessori Charter School,42.67,61.64,Swan River Montessori Charter School,-0.194126074,-10.84,-0.051777778,-2.33,-0.235852436,-13.17,-0.076070219,-4.94,0.027333333,1.64,-0.050816138,-3.3,Swan River Montessori Charter School,158,94.30%,10.76%,Swan River Montessori Charter School,139,92.09%,13.67%,Swan River Montessori Charter School,161,93.79%,3.73%
7,4140,84.69,74.22,Yinghua Academy,77.37,73.08,Yinghua Academy,84.85,72.82,Yinghua Academy,-0.086432873,-7.32,0.096678299,7.48,0.001889243,0.16,-0.015359741,-1.14,-0.003557745,-0.26,-0.01886284,-1.4,Yinghua Academy,822,53.04%,10.22%,Yinghua Academy,832,47.48%,7.57%,Yinghua Academy,851,38.43%,16.57%
7,4142,46.7,48.34,Stride Academy Charter School,19.27,29.64,STRIDE Academy,16.46,26.23,STRIDE Academy,-0.587366167,-27.43,-0.145822522,-2.81,-0.647537473,-30.24,-0.386843194,-18.7,-0.115047233,-3.41,-0.457385188,-22.11,Stride Academy Charter School,372,30.65%,51.34%,STRIDE Academy,519,18.50%,69.75%,STRIDE Academy,569,6.50%,83.66%
7,4143,30.46,25.83,New Millennium Academy Charter Sch,14.29,18.18,New Millennium Academy,21.88,25.81,New Millennium Academy,-0.530860144,-16.17,0.531140658,7.59,-0.281680893,-8.58,-0.296167247,-7.65,0.419691969,7.63,-0.000774293,-0.02,New Millennium Academy Charter School,688,0.58%,75.87%,New Millennium Academy,792,0.25%,68.94%,New Millennium Academy,845,0.47%,81.89%
7,4145,62.5,56.25,Birch Grove Community School,66.67,83.33,Birch Grove Community School,44.44,50,Birch Grove Community School,0.06672,4.17,-0.333433328,-22.23,-0.28896,-18.06,0.481422222,27.08,-0.399975999,-33.33,-0.111111111,-6.25,Birch Grove Community School,30,93.33%,60.00%,Birch Grove Community School,36,80.56%,22.22%,Birch Grove Community School,45,80.00%,51.11%
7,4151,22.5,62.16,EdVisions Off Campus School,40.91,71.43,EdVisions Off Campus School,18.18,58.82,EdVisions Off Campus School,0.818222222,18.41,-0.555609875,-22.73,-0.192,-4.32,0.149131274,9.27,-0.176536469,-12.61,-0.053732304,-3.34,EdVisions Off Campus School,112,82.14%,13.39%,EdVisions Off Campus School,109,76.15%,17.43%,EdVisions Off Campus School,98,78.57%,9.18%
7,4152,67.23,74.08,Twin Cities German Immersion Charter School,43.01,67.02,Twin Cities German Immersion Charter School,50.27,70.97,Twin Cities German Immersion Charter School,-0.360255838,-24.22,0.168797954,7.26,-0.252268333,-16.96,-0.095302376,-7.06,0.058937631,3.95,-0.041981641,-3.11,Twin Cities German Immersion Charter School,586,86.69%,8.02%,Twin Cities German Immersion Charter School,593,84.65%,7.08%,Twin Cities German Immersion Charter School,563,83.66%,8.70%
7,4153,17.48,19.42,Dugsi Academy,14.1,17.8,Midway Star Academy,21.43,33.97,Midway Star Academy,-0.193363844,-3.38,0.519858156,7.33,0.22597254,3.95,-0.083419156,-1.62,0.908426966,16.17,0.7492276,14.55,Dugsi Academy,288,0.00%,>=90%,Midway Star Academy,399,0.00%,>=90%,Midway Star Academy,393,0.25%,>=90%
7,4155,26.32,25,Naytahwaush Community School,12.86,21.43,Naytahwaush Community School,23.94,26.03,Naytahwaush Community School,-0.511398176,-13.46,0.861586314,11.08,-0.090425532,-2.38,-0.1428,-3.57,0.214652357,4.6,0.0412,1.03,Naytahwaush Community School,121,0.00%,79.34%,Naytahwaush Community School,145,0.00%,75.86%,Naytahwaush Community School,134,0.00%,81.34%
7,4159,64.42,70.97,Seven Hills Preparatory Academy,53.9,66.57,Seven Hills Preparatory Academy,51.48,62.85,Seven Hills Preparatory Academy,-0.163303322,-10.52,-0.044897959,-2.42,-0.200869295,-12.94,-0.061998027,-4.4,-0.055881027,-3.72,-0.114414541,-8.12,Seven Hills Preparatory Academy,986,55.98%,20.79%,Seven Hills Preparatory Academy,1116,47.31%,23.21%,Seven Hills Preparatory Academy,1096,35.86%,36.04%
7,4160,60.87,69.48,Spectrum High School,47.12,71.66,Spectrum High School,39.63,62.66,Spectrum High School,-0.225891244,-13.75,-0.158955857,-7.49,-0.348940365,-21.24,0.031375936,2.18,-0.125593078,-9,-0.098157743,-6.82,Spectrum High School,745,89.40%,11.68%,Spectrum High School,840,84.52%,8.21%,Spectrum High School,940,85.96%,14.89%
7,4161,25.2,42.62,New Discoveries Montessori Academy,24.14,41.38,New Discoveries Montessori Academy,28.44,38.53,New Discoveries Montessori Academy,-0.042063492,-1.06,0.178127589,4.3,0.128571429,3.24,-0.029094322,-1.24,-0.068873852,-2.85,-0.095964336,-4.09,New Discoveries Montessori Academy,228,84.65%,55.26%,New Discoveries Montessori Academy,240,84.17%,49.58%,New Discoveries Montessori Academy,219,83.11%,59.36%
7,4162,51.47,67.16,Southside Family Charter School,48.61,62.16,Southside Family Charter School,29.85,50,Southside Family Charter School,-0.055566349,-2.86,-0.385928821,-18.76,-0.420050515,-21.62,-0.074449077,-5,-0.195624196,-12.16,-0.255509232,-17.16,Southside Family Charter School,116,39.66%,47.41%,Southside Family Charter School,127,45.67%,43.31%,Southside Family Charter School,119,45.38%,47.90%
7,4164,35.63,59.77,Laura Jeffrey Academy Charter,35.48,67.69,Laura Jeffrey Academy Charter,34.51,75,Laura Jeffrey Academy Charter,-0.004209935,-0.15,-0.027339346,-0.97,-0.031434185,-1.12,0.132507947,7.92,0.107992318,7.31,0.254810105,15.23,Laura Jeffrey Academy Charter,94,42.55%,50.00%,Laura Jeffrey Academy Charter,57,54.39%,24.56%,Laura Jeffrey Academy Charter,117,61.54%,15.38%
7,4166,3.23,16.13,East Range Academy of Tech-Science,3.57,33.33,East Range Academy of Technology and Science,3.85,29.63,East Range Academy of Technology and Science,0.105263158,0.34,0.078431373,0.28,0.191950464,0.62,1.06633602,17.2,-0.111011101,-3.7,0.836949783,13.5,East Range Academy of Technology and Science,170,82.94%,83.53%,East Range Academy of Technology and Science,127,81.10%,73.23%,East Range Academy of Technology and Science,127,77.17%,89.76%
7,4167,70.17,77.35,International Spanish Language Academy,58.6,70.43,International Spanish Language Academy,54.71,61.05,International Spanish Language Academy,-0.164885279,-11.57,-0.066382253,-3.89,-0.220322075,-15.46,-0.089463478,-6.92,-0.133181883,-9.38,-0.210730446,-16.3,International Spanish Language Academy,326,61.04%,6.44%,International Spanish Language Academy,374,55.08%,9.09%,International Spanish Language Academy,447,49.89%,26.17%
7,4168,68.52,72.22,Glacial Hills Elementary,32.43,29.73,Glacial Hills Elementary,64.1,51.28,Glacial Hills Elementary,-0.526707531,-36.09,0.976564909,31.67,-0.064506713,-4.42,-0.58834118,-42.49,0.724857047,21.55,-0.289947383,-20.94,Glacial Hills Elementary,91,90.11%,52.75%,Glacial Hills Elementary,73,91.78%,45.21%,Glacial Hills Elementary,97,86.60%,51.55%
7,4169,16.22,24.36,Stonebridge World School,5.85,18.34,Stonebridge World School,10.31,14.58,Stonebridge World School,-0.639334155,-10.37,0.762393162,4.46,-0.364364982,-5.91,-0.247126437,-6.02,-0.205016358,-3.76,-0.401477833,-9.78,Stonebridge World School,287,4.18%,84.32%,Stonebridge World School,315,6.67%,85.08%,Stonebridge World School,240,8.33%,85.42%
7,4170,29.45,30.29,Hiawatha Academies,10.53,18.38,Hiawatha Academies,13.18,18.1,Hiawatha Academies,-0.642444822,-18.92,0.251661918,2.65,-0.5524618,-16.27,-0.393199076,-11.91,-0.01523395,-0.28,-0.402443051,-12.19,Hiawatha Academies,1532,0.91%,83.09%,Hiawatha Academies,1592,0.19%,75.44%,Hiawatha Academies,1586,1.01%,87.01%
7,4171,59.72,49.13,Noble Academy,27.41,34.26,Noble Academy,36.51,34.04,Noble Academy,-0.541024782,-32.31,0.331995622,9.1,-0.388647019,-23.21,-0.302666395,-14.87,-0.006421483,-0.22,-0.307144311,-15.09,Noble Academy,1029,0.39%,52.38%,Noble Academy,722,0.42%,66.90%,Noble Academy,533,0.00%,70.17%
